,SessionCode,ParticipantID,RoundCode,id_in_group,TimeRequest,Ftime,Ftimems,Ftimems2,Fchoice,NumberClicks,Ltime,Ltimems,Ltimems2,Lchoice,NumberChoices,Rank,FLchoice,ExtraClicks
489,hq3wc0gn,umxamr8p,11,1,0.196,25.0,5.81,5.614,purple,2,7.0,23.434,23.238,yellow,2,6,0.0,0.0
490,hq3wc0gn,umxamr8p,12,3,0.238,26.0,5.211,4.973000000000001,black,1,26.0,5.211,4.973000000000001,black,1,6,1.0,0.0
491,hq3wc0gn,umxamr8p,13,3,0.201,19.0,11.428,11.227,red,1,19.0,11.428,11.227,red,1,6,1.0,0.0
492,hq3wc0gn,umxamr8p,14,5,0.501,24.0,7.403,6.901999999999999,cyan,1,24.0,7.403,6.901999999999999,cyan,1,6,1.0,0.0
493,hq3wc0gn,umxamr8p,15,2,0.201,24.0,7.174,6.973000000000001,silver,1,24.0,7.174,6.973000000000001,silver,1,6,1.0,0.0
494,hq3wc0gn,umxamr8p,16,1,0.178,25.0,5.777,5.599,black,1,25.0,5.777,5.599,black,1,6,1.0,0.0
495,hq3wc0gn,umxamr8p,17,6,0.332,23.0,8.171,7.8389999999999995,red,1,23.0,8.171,7.8389999999999995,red,1,6,1.0,0.0
496,hq3wc0gn,xuzxlx5o,2,6,0.486,26.0,4.754,4.268,orange,2,24.0,7.032,6.546,green,2,3,0.0,0.0
497,hq3wc0gn,xuzxlx5o,3,6,1.187,26.0,5.411,4.223999999999999,purple,1,26.0,5.411,4.223999999999999,purple,1,4,1.0,0.0
498,hq3wc0gn,xuzxlx5o,4,5,1.767,27.0,5.109,3.342,black,1,27.0,5.109,3.342,black,1,3,1.0,0.0
499,hq3wc0gn,xuzxlx5o,5,6,0.507,28.0,3.245,2.738,red,2,24.0,6.753,6.246,blue,2,3,0.0,0.0
500,hq3wc0gn,xuzxlx5o,6,3,0.501,28.0,4.257,3.756,cyan,7,13.0,18.123,17.622,cyan,7,2,1.0,0.0
501,hq3wc0gn,xuzxlx5o,7,6,0.464,28.0,2.706,2.242,purple,3,24.0,6.481,6.0169999999999995,purple,3,1,1.0,0.0
502,hq3wc0gn,xuzxlx5o,8,2,0.533,27.0,3.424,2.891,magenta,4,10.0,20.713,20.18,black,4,4,0.0,0.0
503,hq3wc0gn,xuzxlx5o,9,3,0.501,29.0,2.221,1.7200000000000002,blue,9,14.0,17.294,16.793,red,8,1,0.0,1.0
504,hq3wc0gn,xuzxlx5o,10,1,0.533,29.0,2.052,1.5190000000000001,green,2,26.0,4.357,3.8240000000000003,orange,2,1,0.0,0.0
505,hq3wc0gn,xuzxlx5o,11,4,0.419,29.0,2.223,1.8039999999999998,purple,5,21.0,9.904,9.485,yellow,4,2,0.0,1.0
506,hq3wc0gn,xuzxlx5o,12,6,0.454,29.0,2.242,1.788,black,1,29.0,2.242,1.788,black,1,1,1.0,0.0
507,hq3wc0gn,xuzxlx5o,13,4,0.486,29.0,2.174,1.688,blue,3,25.0,5.652,5.166,red,2,1,0.0,1.0
508,hq3wc0gn,xuzxlx5o,14,2,0.432,29.0,2.227,1.795,cyan,1,29.0,2.227,1.795,cyan,1,1,1.0,0.0
509,hq3wc0gn,xuzxlx5o,15,1,0.401,29.0,2.221,1.82,purple,6,7.0,23.434,23.033,silver,4,1,0.0,2.0
510,hq3wc0gn,xuzxlx5o,16,2,0.363,28.0,2.353,1.9900000000000002,black,3,23.0,7.531,7.167999999999999,black,3,1,1.0,0.0
511,hq3wc0gn,xuzxlx5o,17,2,0.432,29.0,1.905,1.473,red,1,29.0,1.905,1.473,red,1,1,1.0,0.0
512,hq3wc0gn,pq3kczia,2,5,0.37,28.0,2.838,2.468,orange,2,26.0,5.113,4.743,green,2,1,0.0,0.0
513,hq3wc0gn,pq3kczia,3,3,0.855,28.0,3.033,2.178,purple,1,28.0,3.033,2.178,purple,1,1,1.0,0.0
514,hq3wc0gn,pq3kczia,4,3,1.05,28.0,3.039,1.989,black,3,21.0,10.522,9.472,black,3,1,1.0,0.0
515,hq3wc0gn,pq3kczia,5,4,0.463,28.0,2.744,2.281,blue,1,28.0,2.744,2.281,blue,1,1,1.0,0.0
516,hq3wc0gn,pq3kczia,6,4,0.348,28.0,4.241,3.893,green,5,13.0,17.891,17.543,cyan,4,1,0.0,1.0
517,hq3wc0gn,pq3kczia,7,3,0.448,28.0,2.884,2.436,silver,2,26.0,4.673,4.225,purple,2,2,0.0,0.0
518,hq3wc0gn,pq3kczia,8,3,0.37,29.0,2.275,1.9049999999999998,magenta,4,2.0,28.864,28.494,black,2,1,0.0,2.0
519,hq3wc0gn,pq3kczia,9,2,0.332,28.0,2.86,2.528,red,5,10.0,20.525,20.192999999999998,red,5,3,1.0,0.0
520,hq3wc0gn,pq3kczia,10,6,0.316,29.0,2.105,1.789,orange,1,29.0,2.105,1.789,orange,1,2,1.0,0.0
521,hq3wc0gn,pq3kczia,11,6,0.397,29.0,1.996,1.599,purple,4,12.0,19.06,18.663,yellow,4,1,0.0,0.0
522,hq3wc0gn,pq3kczia,12,1,0.385,28.0,2.822,2.4370000000000003,black,1,28.0,2.822,2.4370000000000003,black,1,5,1.0,0.0
523,hq3wc0gn,pq3kczia,13,5,0.354,28.0,2.591,2.237,blue,2,27.0,4.179,3.825,red,2,4,0.0,0.0
524,hq3wc0gn,pq3kczia,14,6,0.37,28.0,2.406,2.036,green,2,25.0,6.031,5.661,cyan,2,3,0.0,0.0
525,hq3wc0gn,pq3kczia,15,6,0.332,28.0,2.769,2.4370000000000003,teal,8,4.0,27.296,26.964,yellow,8,3,0.0,0.0
526,hq3wc0gn,pq3kczia,16,6,0.385,28.0,2.669,2.284,olive,2,25.0,6.131,5.746,black,2,3,0.0,0.0
527,hq3wc0gn,pq3kczia,17,3,0.316,29.0,2.067,1.7510000000000001,red,1,29.0,2.067,1.7510000000000001,red,1,2,1.0,0.0
528,hq3wc0gn,emwg747e,2,1,0.57,19.0,11.987,11.417,green,1,19.0,11.987,11.417,green,1,5,1.0,0.0
529,hq3wc0gn,emwg747e,3,1,0.855,23.0,7.67,6.8149999999999995,purple,1,23.0,7.67,6.8149999999999995,purple,1,6,1.0,0.0
530,hq3wc0gn,emwg747e,4,2,1.096,14.0,17.352,16.256,black,1,14.0,17.352,16.256,black,1,5,1.0,0.0
531,hq3wc0gn,emwg747e,5,5,0.654,26.0,5.582,4.928,blue,1,26.0,5.582,4.928,blue,1,5,1.0,0.0
532,hq3wc0gn,emwg747e,6,2,0.648,23.0,8.551,7.9030000000000005,green,2,14.0,17.12,16.472,cyan,2,6,0.0,0.0
533,hq3wc0gn,emwg747e,7,2,1.223,27.0,4.642,3.4190000000000005,purple,1,27.0,4.642,3.4190000000000005,purple,1,4,1.0,0.0
534,hq3wc0gn,emwg747e,8,1,0.771,27.0,6.416,5.6450000000000005,black,1,27.0,6.416,5.6450000000000005,black,1,5,1.0,0.0
535,hq3wc0gn,emwg747e,9,5,0.633,28.0,2.923,2.29,red,1,28.0,2.923,2.29,red,1,4,1.0,0.0
536,hq3wc0gn,emwg747e,10,4,0.602,28.0,2.838,2.236,green,2,25.0,6.762,6.159999999999999,orange,2,4,0.0,0.0
537,hq3wc0gn,emwg747e,11,2,0.497,28.0,3.087,2.5900000000000003,purple,2,5.0,26.207,25.71,yellow,2,5,0.0,0.0
538,hq3wc0gn,emwg747e,12,5,0.771,29.0,2.744,1.9730000000000003,black,1,29.0,2.744,1.9730000000000003,black,1,3,1.0,0.0
539,hq3wc0gn,emwg747e,13,2,0.617,25.0,6.517,5.9,red,1,25.0,6.517,5.9,red,1,5,1.0,0.0
540,hq3wc0gn,emwg747e,14,1,0.555,27.0,4.311,3.756,cyan,1,27.0,4.311,3.756,cyan,1,4,1.0,0.0
541,hq3wc0gn,emwg747e,15,4,0.548,28.0,3.286,2.738,silver,4,6.0,25.523,24.975,yellow,4,4,0.0,0.0
542,hq3wc0gn,emwg747e,16,3,0.533,27.0,3.872,3.339,magenta,2,21.0,9.708,9.175,black,2,5,0.0,0.0
543,hq3wc0gn,emwg747e,17,5,0.533,25.0,6.038,5.505,red,1,25.0,6.038,5.505,red,1,4,1.0,0.0
544,hq3wc0gn,4ykjlcy4,2,2,0.501,24.0,7.444,6.943,green,1,24.0,7.444,6.943,green,1,4,1.0,0.0
545,hq3wc0gn,4ykjlcy4,3,4,1.172,26.0,6.113,4.941000000000001,purple,1,26.0,6.113,4.941000000000001,purple,1,5,1.0,0.0
546,hq3wc0gn,4ykjlcy4,4,6,1.651,27.0,5.059,3.4080000000000004,black,1,27.0,5.059,3.4080000000000004,black,1,2,1.0,0.0
547,hq3wc0gn,4ykjlcy4,5,2,0.507,26.0,4.617,4.11,blue,1,26.0,4.617,4.11,blue,1,4,1.0,0.0
548,hq3wc0gn,4ykjlcy4,6,5,0.401,27.0,4.295,3.894,cyan,5,13.0,18.239,17.838,cyan,5,4,1.0,0.0
549,hq3wc0gn,4ykjlcy4,7,4,0.517,26.0,4.905,4.388,silver,2,25.0,6.214,5.697,purple,2,5,0.0,0.0
550,hq3wc0gn,4ykjlcy4,8,6,0.432,28.0,2.891,2.459,black,2,13.0,17.906,17.474,magenta,2,2,0.0,0.0
551,hq3wc0gn,4ykjlcy4,9,1,0.486,26.0,4.843,4.357,red,3,18.0,12.761,12.274999999999999,red,3,5,1.0,0.0
552,hq3wc0gn,4ykjlcy4,10,3,0.464,28.0,3.223,2.759,orange,1,28.0,3.223,2.759,orange,1,5,1.0,0.0
553,hq3wc0gn,4ykjlcy4,11,3,0.512,28.0,2.987,2.475,purple,2,3.0,29.014,28.502,yellow,2,4,0.0,0.0
554,hq3wc0gn,4ykjlcy4,12,2,0.57,28.0,2.791,2.221,black,1,28.0,2.791,2.221,black,1,4,1.0,0.0
555,hq3wc0gn,4ykjlcy4,13,1,0.501,29.0,2.375,1.874,red,1,29.0,2.375,1.874,red,1,2,1.0,0.0
556,hq3wc0gn,4ykjlcy4,14,4,0.448,26.0,4.897,4.449,cyan,1,26.0,4.897,4.449,cyan,1,5,1.0,0.0
557,hq3wc0gn,4ykjlcy4,15,3,0.486,28.0,3.471,2.9850000000000003,silver,4,3.0,27.864,27.378,yellow,4,5,0.0,0.0
558,hq3wc0gn,4ykjlcy4,16,5,0.448,27.0,3.625,3.177,black,1,27.0,3.625,3.177,black,1,4,1.0,0.0
559,hq3wc0gn,4ykjlcy4,17,1,0.548,25.0,6.369,5.821,red,3,22.0,9.528,8.98,red,3,5,1.0,0.0
560,hq3wc0gn,wcmgbbxr,2,4,0.671,28.0,3.556,2.885,green,1,28.0,3.556,2.885,green,1,2,1.0,0.0
561,hq3wc0gn,wcmgbbxr,3,2,1.457,28.0,4.225,2.768,purple,1,28.0,4.225,2.768,purple,1,2,1.0,0.0
562,hq3wc0gn,wcmgbbxr,4,1,1.751,13.0,18.857,17.105999999999998,black,1,13.0,18.857,17.105999999999998,black,1,6,1.0,0.0
563,hq3wc0gn,wcmgbbxr,5,3,0.57,28.0,3.075,2.5050000000000003,blue,1,28.0,3.075,2.5050000000000003,blue,1,2,1.0,0.0
564,hq3wc0gn,wcmgbbxr,6,1,0.602,28.0,4.279,3.677,cyan,1,28.0,4.279,3.677,cyan,1,3,1.0,0.0
565,hq3wc0gn,wcmgbbxr,7,1,0.533,27.0,4.188,3.655,purple,1,27.0,4.188,3.655,purple,1,3,1.0,0.0
566,hq3wc0gn,wcmgbbxr,8,4,0.617,28.0,3.038,2.421,black,2,26.0,6.447,5.83,magenta,2,3,0.0,0.0
567,hq3wc0gn,wcmgbbxr,9,4,0.771,29.0,2.475,1.7040000000000002,red,3,25.0,6.384,5.613,red,3,2,1.0,0.0
568,hq3wc0gn,wcmgbbxr,10,5,0.633,29.0,2.437,1.8039999999999998,green,2,27.0,3.74,3.107,orange,2,3,0.0,0.0
569,hq3wc0gn,wcmgbbxr,11,5,0.497,29.0,2.355,1.858,yellow,1,29.0,2.355,1.858,yellow,1,3,1.0,0.0
570,hq3wc0gn,wcmgbbxr,12,4,0.523,28.0,2.628,2.105,black,1,28.0,2.628,2.105,black,1,2,1.0,0.0
571,hq3wc0gn,wcmgbbxr,13,6,0.771,29.0,2.444,1.673,red,1,29.0,2.444,1.673,red,1,3,1.0,0.0
572,hq3wc0gn,wcmgbbxr,14,3,0.655,29.0,2.353,1.6980000000000002,cyan,1,29.0,2.353,1.6980000000000002,cyan,1,2,1.0,0.0
573,hq3wc0gn,wcmgbbxr,15,5,0.464,29.0,2.469,2.005,yellow,3,24.0,7.174,6.71,yellow,3,2,1.0,0.0
574,hq3wc0gn,wcmgbbxr,16,4,0.501,28.0,2.638,2.137,black,1,28.0,2.638,2.137,black,1,2,1.0,0.0
575,hq3wc0gn,wcmgbbxr,17,4,0.479,28.0,2.537,2.058,blue,2,23.0,7.485,7.006,red,2,3,0.0,0.0
576,esajw93t,rz1kdyvh,2,4,0.385,19.0,11.391,11.006,green,2,18.0,12.998,12.613,orange,2,6,0.0,0.0
577,esajw93t,rz1kdyvh,3,2,0.228,27.0,3.194,2.9659999999999997,purple,1,27.0,3.194,2.9659999999999997,purple,1,1,1.0,0.0
578,esajw93t,rz1kdyvh,4,2,0.232,28.0,2.954,2.722,magenta,3,10.0,20.861,20.629,black,2,1,0.0,1.0
579,esajw93t,rz1kdyvh,5,1,0.416,28.0,2.968,2.552,blue,1,28.0,2.968,2.552,blue,1,2,1.0,0.0
580,esajw93t,rz1kdyvh,6,2,0.417,27.0,3.74,3.3230000000000004,cyan,1,27.0,3.74,3.3230000000000004,cyan,1,2,1.0,0.0
581,esajw93t,rz1kdyvh,7,4,0.401,27.0,3.276,2.875,purple,3,9.0,21.334,20.933,purple,3,1,1.0,0.0
582,esajw93t,rz1kdyvh,8,1,0.301,27.0,4.493,4.192,olive,2,13.0,17.225,16.924000000000003,black,2,2,0.0,0.0
583,esajw93t,rz1kdyvh,9,6,0.247,28.0,2.452,2.205,brown,1,28.0,2.452,2.205,brown,1,1,1.0,0.0
584,esajw93t,rz1kdyvh,10,1,0.216,28.0,2.236,2.02,green,1,28.0,2.236,2.02,green,1,1,1.0,0.0
585,esajw93t,rz1kdyvh,11,4,0.486,28.0,2.722,2.2359999999999998,yellow,3,21.0,9.668,9.181999999999999,yellow,3,1,1.0,0.0
586,esajw93t,rz1kdyvh,12,2,0.332,27.0,3.734,3.402,magenta,1,27.0,3.734,3.402,magenta,1,3,1.0,0.0
587,esajw93t,rz1kdyvh,13,1,0.216,28.0,3.008,2.792,blue,1,28.0,3.008,2.792,blue,1,1,1.0,0.0
588,esajw93t,rz1kdyvh,14,5,0.411,26.0,4.637,4.226,orange,2,25.0,5.84,5.429,cyan,2,4,0.0,0.0
589,esajw93t,rz1kdyvh,15,5,0.247,28.0,2.437,2.19,teal,2,26.0,4.796,4.549,purple,2,1,0.0,0.0
590,esajw93t,rz1kdyvh,16,1,0.348,28.0,2.591,2.2430000000000003,magenta,3,25.0,5.572,5.224,magenta,3,1,1.0,0.0
591,esajw93t,rz1kdyvh,17,5,0.247,27.0,3.993,3.746,brown,2,24.0,6.946,6.699,indigo,2,3,0.0,0.0
592,esajw93t,awkql17i,2,3,0.539,25.0,5.966,5.4270000000000005,orange,1,25.0,5.966,5.4270000000000005,orange,1,4,1.0,0.0
593,esajw93t,awkql17i,3,5,0.444,25.0,6.308,5.864,purple,1,25.0,6.308,5.864,purple,1,3,1.0,0.0
594,esajw93t,awkql17i,4,5,0.664,26.0,5.213,4.549,magenta,2,16.0,14.883,14.219,black,2,4,0.0,0.0
595,esajw93t,awkql17i,5,4,0.393,26.0,5.201,4.808,blue,1,26.0,5.201,4.808,blue,1,5,1.0,0.0
596,esajw93t,awkql17i,6,3,0.401,26.0,4.543,4.142,pink,4,15.0,16.118,15.716999999999999,cyan,4,3,0.0,0.0
597,esajw93t,awkql17i,7,3,0.57,23.0,8.147,7.577,teal,2,16.0,15.537,14.967,purple,2,5,0.0,0.0
598,esajw93t,awkql17i,8,3,0.423,24.0,7.102,6.679,magenta,2,15.0,15.818,15.395,black,2,4,0.0,0.0
599,esajw93t,awkql17i,9,4,0.464,28.0,3.37,2.906,indigo,2,25.0,5.606,5.1419999999999995,brown,2,3,0.0,0.0
600,esajw93t,awkql17i,10,5,0.363,25.0,5.506,5.143000000000001,green,1,25.0,5.506,5.143000000000001,green,1,5,1.0,0.0
601,esajw93t,awkql17i,11,1,0.517,28.0,3.255,2.738,yellow,1,28.0,3.255,2.738,yellow,1,2,1.0,0.0
602,esajw93t,awkql17i,12,5,0.448,29.0,1.952,1.504,magenta,1,29.0,1.952,1.504,magenta,1,1,1.0,0.0
603,esajw93t,awkql17i,13,6,0.432,25.0,6.172,5.739999999999999,blue,1,25.0,6.172,5.739999999999999,blue,1,2,1.0,0.0
604,esajw93t,awkql17i,14,1,0.489,29.0,2.347,1.858,cyan,1,29.0,2.347,1.858,cyan,1,1,1.0,0.0
605,esajw93t,awkql17i,15,3,0.432,28.0,2.838,2.406,teal,2,27.0,4.31,3.8779999999999997,purple,2,3,0.0,0.0
606,esajw93t,awkql17i,16,2,0.417,27.0,3.508,3.091,magenta,1,27.0,3.508,3.091,magenta,1,3,1.0,0.0
607,esajw93t,awkql17i,17,2,0.486,28.0,3.251,2.7649999999999997,red,2,26.0,4.658,4.172000000000001,indigo,2,2,0.0,0.0
608,esajw93t,0h4dqjh3,2,5,0.602,25.0,5.604,5.002,orange,1,25.0,5.604,5.002,orange,1,3,1.0,0.0
609,esajw93t,0h4dqjh3,3,4,0.507,24.0,7.461,6.954000000000001,purple,1,24.0,7.461,6.954000000000001,purple,1,4,1.0,0.0
610,esajw93t,0h4dqjh3,4,1,0.517,24.0,7.249,6.731999999999999,magenta,4,9.0,22.025,21.508,black,4,5,0.0,0.0
611,esajw93t,0h4dqjh3,5,3,0.462,27.0,3.855,3.393,blue,1,27.0,3.855,3.393,blue,1,4,1.0,0.0
612,esajw93t,0h4dqjh3,6,4,0.501,25.0,7.46,6.959,pink,4,17.0,14.545,14.044,cyan,4,4,0.0,0.0
613,esajw93t,0h4dqjh3,7,5,0.486,26.0,4.88,4.394,purple,3,9.0,21.966,21.48,purple,3,3,1.0,0.0
614,esajw93t,0h4dqjh3,8,4,0.501,25.0,5.836,5.335,magenta,2,13.0,18.365,17.863999999999997,black,2,3,0.0,0.0
615,esajw93t,0h4dqjh3,9,5,0.533,27.0,4.341,3.8080000000000003,brown,1,27.0,4.341,3.8080000000000003,brown,1,5,1.0,0.0
616,esajw93t,0h4dqjh3,10,6,0.517,26.0,4.657,4.14,green,1,26.0,4.657,4.14,green,1,3,1.0,0.0
617,esajw93t,0h4dqjh3,11,6,0.749,25.0,6.078,5.329000000000001,yellow,1,25.0,6.078,5.329000000000001,yellow,1,4,1.0,0.0
618,esajw93t,0h4dqjh3,12,1,0.47,25.0,6.468,5.998,magenta,1,25.0,6.468,5.998,magenta,1,5,1.0,0.0
619,esajw93t,0h4dqjh3,13,5,0.448,23.0,7.48,7.032,blue,1,23.0,7.48,7.032,blue,1,5,1.0,0.0
620,esajw93t,0h4dqjh3,14,2,0.574,27.0,3.835,3.261,cyan,1,27.0,3.835,3.261,cyan,1,3,1.0,0.0
621,esajw93t,0h4dqjh3,15,1,0.432,19.0,12.248,11.815999999999999,purple,1,19.0,12.248,11.815999999999999,purple,1,5,1.0,0.0
622,esajw93t,0h4dqjh3,16,5,0.448,27.0,4.009,3.5610000000000004,magenta,1,27.0,4.009,3.5610000000000004,magenta,1,4,1.0,0.0
623,esajw93t,0h4dqjh3,17,4,0.533,27.0,4.294,3.7609999999999997,indigo,1,27.0,4.294,3.7609999999999997,indigo,1,4,1.0,0.0
624,esajw93t,v4v82r1t,2,2,0.476,27.0,4.31,3.8339999999999996,orange,1,27.0,4.31,3.8339999999999996,orange,1,1,1.0,0.0
625,esajw93t,v4v82r1t,3,6,0.56,27.0,4.053,3.493,purple,1,27.0,4.053,3.493,purple,1,2,1.0,0.0
626,esajw93t,v4v82r1t,4,6,0.564,27.0,3.927,3.363,magenta,2,12.0,19.219,18.655,black,2,2,0.0,0.0
627,esajw93t,v4v82r1t,5,6,0.478,28.0,3.037,2.559,red,2,24.0,6.947,6.469,blue,2,3,0.0,0.0
628,esajw93t,v4v82r1t,6,6,0.454,28.0,3.377,2.9229999999999996,pink,6,12.0,18.77,18.316,cyan,6,1,0.0,0.0
629,esajw93t,v4v82r1t,7,1,0.533,27.0,3.539,3.0060000000000002,purple,3,14.0,16.77,16.237,purple,3,2,1.0,0.0
630,esajw93t,v4v82r1t,8,5,0.501,28.0,2.691,2.19,magenta,2,10.0,21.261,20.759999999999998,black,2,1,0.0,0.0
631,esajw93t,v4v82r1t,9,3,0.602,28.0,3.454,2.8520000000000003,indigo,2,23.0,7.965,7.3629999999999995,brown,2,4,0.0,0.0
632,esajw93t,v4v82r1t,10,3,0.501,27.0,3.508,3.007,green,1,27.0,3.508,3.007,green,1,2,1.0,0.0
633,esajw93t,v4v82r1t,11,5,0.68,28.0,3.27,2.59,purple,2,23.0,8.299,7.619,yellow,2,3,0.0,0.0
634,esajw93t,v4v82r1t,12,3,0.586,28.0,2.977,2.391,magenta,1,28.0,2.977,2.391,magenta,1,2,1.0,0.0
635,esajw93t,v4v82r1t,13,3,0.579,25.0,6.315,5.736000000000001,blue,1,25.0,6.315,5.736000000000001,blue,1,4,1.0,0.0
636,esajw93t,v4v82r1t,14,4,0.558,28.0,3.08,2.5220000000000002,cyan,3,23.0,7.606,7.048,cyan,3,2,1.0,0.0
637,esajw93t,v4v82r1t,15,4,0.448,28.0,2.753,2.305,purple,1,28.0,2.753,2.305,purple,1,2,1.0,0.0
638,esajw93t,v4v82r1t,16,4,0.448,28.0,3.166,2.718,magenta,1,28.0,3.166,2.718,magenta,1,2,1.0,0.0
639,esajw93t,v4v82r1t,17,3,0.448,28.0,2.668,2.22,indigo,1,28.0,2.668,2.22,indigo,1,1,1.0,0.0
640,esajw93t,u34q1lqi,2,6,0.586,26.0,5.534,4.9479999999999995,orange,1,26.0,5.534,4.9479999999999995,orange,1,2,1.0,0.0
641,esajw93t,u34q1lqi,3,1,0.522,18.0,13.02,12.498,purple,1,18.0,13.02,12.498,purple,1,6,1.0,0.0
642,esajw93t,u34q1lqi,4,3,0.579,26.0,4.811,4.232,black,3,15.0,16.415,15.835999999999999,black,1,3,1.0,2.0
643,esajw93t,u34q1lqi,5,2,0.563,28.0,2.884,2.3209999999999997,blue,1,28.0,2.884,2.3209999999999997,blue,1,1,1.0,0.0
644,esajw93t,u34q1lqi,6,1,0.47,16.0,14.884,14.414,cyan,1,16.0,14.884,14.414,cyan,1,6,1.0,0.0
645,esajw93t,u34q1lqi,7,2,0.454,24.0,6.869,6.415,purple,1,24.0,6.869,6.415,purple,1,4,1.0,0.0
646,esajw93t,u34q1lqi,8,2,0.555,17.0,13.971,13.416,black,1,17.0,13.971,13.416,black,1,5,1.0,0.0
647,esajw93t,u34q1lqi,9,2,0.564,28.0,3.354,2.79,red,3,15.0,16.332,15.768,brown,2,2,0.0,1.0
648,esajw93t,u34q1lqi,10,2,0.533,26.0,4.927,4.393999999999999,green,1,26.0,4.927,4.393999999999999,green,1,4,1.0,0.0
649,esajw93t,u34q1lqi,11,2,0.548,21.0,9.706,9.158,yellow,1,21.0,9.706,9.158,yellow,1,5,1.0,0.0
650,esajw93t,u34q1lqi,12,6,0.517,26.0,5.081,4.564,magenta,1,26.0,5.081,4.564,magenta,1,4,1.0,0.0
651,esajw93t,u34q1lqi,13,2,0.648,25.0,6.231,5.583,blue,1,25.0,6.231,5.583,blue,1,3,1.0,0.0
652,esajw93t,u34q1lqi,14,3,0.627,26.0,5.317,4.69,cyan,1,26.0,5.317,4.69,cyan,1,5,1.0,0.0
653,esajw93t,u34q1lqi,15,6,0.517,21.0,9.506,8.989,purple,1,21.0,9.506,8.989,purple,1,4,1.0,0.0
654,esajw93t,u34q1lqi,16,3,0.517,23.0,8.109,7.592,magenta,1,23.0,8.109,7.592,magenta,1,6,1.0,0.0
655,esajw93t,u34q1lqi,17,6,0.548,23.0,8.503,7.955,indigo,1,23.0,8.503,7.955,indigo,1,5,1.0,0.0
656,esajw93t,shu0kln7,2,1,0.586,23.0,8.14,7.554,orange,1,23.0,8.14,7.554,orange,1,5,1.0,0.0
657,esajw93t,shu0kln7,3,3,0.607,22.0,8.741,8.134,purple,1,22.0,8.741,8.134,purple,1,5,1.0,0.0
658,esajw93t,shu0kln7,4,4,0.633,21.0,9.786,9.152999999999999,black,1,21.0,9.786,9.152999999999999,black,1,6,1.0,0.0
659,esajw93t,shu0kln7,5,5,0.531,23.0,8.065,7.534,blue,1,23.0,8.065,7.534,blue,1,6,1.0,0.0
660,esajw93t,shu0kln7,6,5,0.686,20.0,11.407,10.721,cyan,1,20.0,11.407,10.721,cyan,1,5,1.0,0.0
661,esajw93t,shu0kln7,7,6,0.655,8.0,23.203,22.548,purple,1,8.0,23.203,22.548,purple,1,6,1.0,0.0
662,esajw93t,shu0kln7,8,6,0.57,9.0,22.264,21.694,black,1,9.0,22.264,21.694,black,1,6,1.0,0.0
663,esajw93t,shu0kln7,9,1,0.633,14.0,17.611,16.978,brown,1,14.0,17.611,16.978,brown,1,6,1.0,0.0
664,esajw93t,shu0kln7,10,4,0.617,25.0,6.277,5.66,green,1,25.0,6.277,5.66,green,1,6,1.0,0.0
665,esajw93t,shu0kln7,11,3,0.664,20.0,11.056,10.392,yellow,1,20.0,11.056,10.392,yellow,1,6,1.0,0.0
666,esajw93t,shu0kln7,12,4,0.671,24.0,7.833,7.162,magenta,1,24.0,7.833,7.162,magenta,1,6,1.0,0.0
667,esajw93t,shu0kln7,13,4,0.564,22.0,8.652,8.088,blue,1,22.0,8.652,8.088,blue,1,6,1.0,0.0
668,esajw93t,shu0kln7,14,6,0.875,25.0,6.653,5.778,cyan,1,25.0,6.653,5.778,cyan,1,6,1.0,0.0
669,esajw93t,shu0kln7,15,2,0.664,19.0,12.248,11.584,purple,1,19.0,12.248,11.584,purple,1,5,1.0,0.0
670,esajw93t,shu0kln7,16,6,0.702,24.0,6.725,6.023,magenta,1,24.0,6.725,6.023,magenta,1,5,1.0,0.0
671,esajw93t,shu0kln7,17,1,0.686,23.0,8.619,7.933,indigo,1,23.0,8.619,7.933,indigo,1,6,1.0,0.0
672,bb45y9nn,6kwgsob8,2,6,0.201,16.0,14.516,14.315,orange,1,16.0,14.516,14.315,orange,1,5,1.0,0.0
673,bb45y9nn,6kwgsob8,3,5,0.185,23.0,7.849,7.664000000000001,purple,1,23.0,7.849,7.664000000000001,purple,1,5,1.0,0.0
674,bb45y9nn,6kwgsob8,4,2,0.178,26.0,4.944,4.766,black,1,26.0,4.944,4.766,black,1,3,1.0,0.0
675,bb45y9nn,6kwgsob8,5,3,0.201,21.0,9.67,9.469,blue,1,21.0,9.67,9.469,blue,1,3,1.0,0.0
676,bb45y9nn,6kwgsob8,6,3,0.27,26.0,5.012,4.741999999999999,cyan,1,26.0,5.012,4.741999999999999,cyan,1,2,1.0,0.0
677,bb45y9nn,6kwgsob8,7,6,0.301,24.0,6.97,6.669,purple,3,20.0,11.142,10.841,silver,2,4,0.0,1.0
678,bb45y9nn,6kwgsob8,8,6,0.185,28.0,4.48,4.295000000000001,black,1,28.0,4.48,4.295000000000001,black,1,3,1.0,0.0
679,bb45y9nn,6kwgsob8,9,3,0.169,22.0,8.989,8.82,blue,1,22.0,8.989,8.82,blue,1,4,1.0,0.0
680,bb45y9nn,6kwgsob8,10,3,0.216,25.0,5.545,5.329,green,1,25.0,5.545,5.329,green,1,4,1.0,0.0
681,bb45y9nn,6kwgsob8,11,6,0.185,28.0,2.859,2.674,yellow,2,24.0,6.516,6.331,purple,2,2,0.0,0.0
